ID,URL,Channel Name,Title,Published Date,Duration (sec),View_Count,Like_Count,Comment_Count,Description,hours,year
yuWJ4KG6XUo,https://www.youtube.com/watch?v=yuWJ4KG6XUo,Sanggar Cemara,"Wayang Kulit Rec. 2013. KI TOMO PANDOYO. ""Wahyu Eko Bawono"".",2020-05-05 21:14:46+00:00,21528,17601,132.0,11.0,"SANGGAR CEMARA

Pagelaran Wayang Kulit

Dalang ; Ki Tomo Pandoyo
Lakon Wahyu Eko Bawono
Bintang Tamu : Gareng Kr.Anyar

Dokumentasi bersama dengan Arifin Photo Digital 2013",5,2020
1KvCNSdqIGg,https://www.youtube.com/watch?v=1KvCNSdqIGg,JUVE MULTIMEDIA RECORD,WAYANG KULIT KI GURITNO PURBO CARITO LAKON NAYARANA DAUP - RECORDED,2020-10-09 21:14:23+00:00,20401,2016,33.0,0.0,"SIARAN TUNDA PERGELARAN WAYANG KULIT KI GURITNO PURBO CARITO LAKON NAYARAN DAUP BINTANG TAMU GARENG PACITAN

DOKUMENTASI JUVE MULTIMEDIA RECORD 2019
#KIGURITNO #GARENG

silahkan gabung grub WA untuk mendapatkan informasi dari admin kami 
https://chat.whatsapp.com/Hvyg9xWn8SzEn8njw7JvTU

JUVE MULTIMEDIA RECORD menerima JOB VIDEO SHOOTING, LIVE STREAMING, RIAS MANTEN, PHOTOGRAPHY CP +62 8563663777

Marilah kita bangun channel ini untuk melestarikan kesenian dan kebudayaan nusantara. Terimakasih.
SEMUA TENTANG BUDAYA NUSANTARA INDONESIA, WAYANG, KETOPRAK, REYOG, JARANAN THIK, TAYUB, LAWAK, WISATA KULINER, MUSIK,
SELALU UPDATE TENTANG BUDAYA BUDAYA NUSANTARA. DENGAN MELIHAT INI ANDA SUDAH IKUT SERTA MELESTARIKAN BUDAYA NUSANTARA INDONESIA INI DAN INGAT SILAHKAN SUBSCRIBE CHANNEL YOUTUBE JUVE MULTIMEDIA RECORD
UNTUK MENDAPATKAN UPDATE VIDEO TERBARU SILAHKAN LIHAT DISINI PLAYLIST https://www.youtube.com/channel/UC7eaZ81I_260R1aVFr0kpMg/playlists

SILAHKAN SUBSCRIBE, LIKE, COMMENT, AND SHARE
JUVE MULTIMEDIA RECORD",5,2020
VThQlLn247U,https://www.youtube.com/watch?v=VThQlLn247U,Pak Utis,#LIVE_STREAMING Ki.H. Anom Suroto & Ki. Bayu Aji Pamungkas - Lakon Srikandi Krido -  12 Januari 2020,2020-01-13 17:34:19+00:00,26089,62071,410.0,21.0,"Pagelaran wayang Kulit Sedalu Natas Dalang
Ki.H. Anom Suroto & Ki. Bayu Aji Pamungkas
Saking Surakarta - Jawa Tengah
Lampahan ”Srikandi Krido” 
Salebeting Rerangken Acara Pahargyan
""Tasyakuran & Memperingati 1000 hari Bpk. Sakidi""
Lingkungan RT 01/RW 05
Kelurahan Kartoharjo - Kota Nganjuk
Minggu, 12 Januari 2020
Sinengkuyung Sawetahipun
Dening JODHIPATIproduction",7,2020
CUXAiPpIFz4,https://www.youtube.com/watch?v=CUXAiPpIFz4,JO MULTIMEDIA,Reccord Wayang Kulit Ki Jatmiko A.S & Ki Fauzi G.J Lakon Dwaraka Binangun,2020-04-10 03:06:48+00:00,20877,270,14.0,3.0,"#JO_Multimedia

Reccord Wayang Kulit Ki Jatmiko A.S & Ki Fauzi G.J Lakon Dwaraka Binangun",5,2020
q4JE3uS9tsc,https://www.youtube.com/watch?v=q4JE3uS9tsc,Dalang Kondang,🔴 Live Wayang Kulit Ki Seno Nugroho - Lucu Pol Bintang Tamu Percil dan Kuntet Merayu Elisa,2020-05-26 20:15:25+00:00,19846,265,0.0,0.0,"Wayang kulit ki seno nugroho
dengan bintang tamu Percil CS di Padoni Bagong Nggleleng",5,2020
DZmxyvlXebM,https://www.youtube.com/watch?v=DZmxyvlXebM,Channel BUDAYA NUSANTARA,"'PANDU  SWARGO""   Dalang :  Ki Bimo Sinung Widagdo, S Sn. (record)",2020-05-27 20:15:47+00:00,22989,1133,27.0,0.0,,6,2020
ieisZHuBNcA,https://www.youtube.com/watch?v=ieisZHuBNcA,Sanggar Cemara,"KI SENO NUGROHO. ""Wahyu Cakraningrat"". Recorded 2010",2020-01-03 21:05:14+00:00,24281,88884,677.0,13.0,"SANGGAR CEMARA 

Pagelaran Wayang Kulit

Dalang : Ki Seno Nugroho
Lakon : Wahyu Cakraningrat

Dalam rangka Bersih Desa Baleharjo.
Recorded 2010.

Didokumentasikan oleh ""Sandhow Video Shooting""",6,2020
wv-HE9_r89o,https://www.youtube.com/watch?v=wv-HE9_r89o,JO MULTIMEDIA,Reccord Wayang Kulit Ki MPP Bayu Aji Lakon Bima Kurda,2020-04-05 00:08:18+00:00,26197,252,8.0,0.0,"#Jo_Multimedia #Kasfc #Ajisaka
reccord 2019
doc Ajisaka",7,2020
_79pIYQh2Ps,https://www.youtube.com/watch?v=_79pIYQh2Ps,Channel BUDAYA NUSANTARA,"""ASWATAMA  LANDAK""   Dalang :   Ki H. Manteb Soedarsono  (Record)",2020-05-28 20:35:57+00:00,25341,3688,46.0,1.0,,7,2020
K7jnpxt6Uh4,https://www.youtube.com/watch?v=K7jnpxt6Uh4,Sanggar Cemara,Live Rec. Ki MPP Bayu Aji. Lakon Sang Wisanggeni. Bt: Gareng Semarang dkk. Recorded 2012.,2020-03-21 20:45:08+00:00,23361,16408,162.0,6.0,"SANGGAR CEMARA

Pagelaran Wayang Kulit

Dalang : Ki MPP Bayu Aji
Lakon : Sang Wisanggeni 
Bintang Tamu : Gareng Semarang

Dalam rangka "" Hari Sumpah Pemuda "" 
di Pelataran KEMENPORA.
31 Oktober 2012.

di Dokumentasikan oleh HONOCOROKO",6,2020
mbFZ1LvEWcw,https://www.youtube.com/watch?v=mbFZ1LvEWcw,GITA PRODUCTION LIVE,"LIVE STREAMING WAYANG KULIT ""LANGEN PUTRA""  I  BUYUT SENDI  I  25-10-2020 I DS. KARANGGETAS-BANGODUA",2020-10-25 19:27:17+00:00,21700,5192,39.0,1.0,"DOKUMENTASI ACARA ADAT TAHUNAN DALAM RANGKA UNJUNGAN MBAH BUYUT SENDI  II  DILAKSANAKAN PADA HARI : MINGGU, 25 OKTOBER 2020  II  BERTEMPAT : DESA KARANG GETAS BLOK BOJONG MELATI KEC. BANGODUA KAB. INDRAMAYU
VIDEO DOKUMENTASI INI DIABADIKAN OLEH VIDEO SHOOTING & LIVE STREAMING  ""GITA PRODUCTION LIVE""  
Alamat : Desa. Sambimaya Blok. Simbartiba Lor Kec. Juntinyuat Kab. Indramayu 
Contact :
Telp : 081912606662
WA  : 082320585378",6,2020
qcOF8lRyhm4,https://www.youtube.com/watch?v=qcOF8lRyhm4,Rakafm Purbalingga,"🔴 LIVE 2 Dalang Ki Sugiyono SC & Ki Giandra JF, Lakon Wahyu Kembang Wijaya Kusuma (Wayang Kulit)",2020-01-09 23:56:03+00:00,26174,7336,89.0,3.0,"Pagelaran Wayang kulit Banyumasan bersama Ki Dalang Sugiyono Siswo Carito dan putranya Ki Giandra Janu Fajri dari Karawitan Ajisaka Tritih Wetan Jeruklegi Cilacap dengan lakon : Wahyu Kembang Wijaya Kusuma, acara dalam rangka tasyakuran khitanan Ananda Triono Nur Rizki, Jl. Rinjani RT 01 RW 07 Sidanegara /Belakang GOR Wijaya Kusuma Cilacap.

Dukung kami dengan SUBSCRIBE & LIKE Terima kasih
Channel Rakafm Purbalingga direkomendasikan untuk :
SENI BUDAYA seperti Pagelaran wayang kulit, Ebeg /Kuda Kepang, Lengger, Campursari dll.
DAKWAH Seperti Pengajian, Hadroh, Sholawatan dll.

#LiveStreaming #RakafmPurbalingga
#NgajiNgapak
#LiveNgajiBareng
#WayangKulitBanyumasan
#KiSugiyonoSiswoCarito",7,2020
_NDN9b6nLhI,https://www.youtube.com/watch?v=_NDN9b6nLhI,Putera Jawa Channel,PAGELARAN WAYANG KULIT Ki BAMBANG WIJI NUGROHO,2020-03-14 21:23:47+00:00,23519,31918,380.0,92.0,GOWAK PRINGSURAT TEMANGGUNG JATENG 14 MARET 2020,6,2020
NsLL_OPOaUE,https://www.youtube.com/watch?v=NsLL_OPOaUE,Channel BUDAYA NUSANTARA,"""BANJARAN  ANOMAN""    Dalang :  Ki Purbo Asmara (Record)",2020-05-22 22:57:07+00:00,25164,37627,291.0,27.0,,6,2020
XNtIYZWIg0A,https://www.youtube.com/watch?v=XNtIYZWIg0A,cah gununggandul,#kibayuaji#LAKON SANG WISANGGENI DALANG KI MPP.BAYU AJI (2018),2020-04-09 21:17:21+00:00,24452,28894,195.0,8.0,"#kibayuaji
DUSUN JATISARI DESA SAWAHAN KEC.PONJONG GUNUNG KIDUL",6,2020
-IiB1NxrSyU,https://www.youtube.com/watch?v=-IiB1NxrSyU,Putro Pendowo Official,PERGELARAN WAYANG KULIT KI SENO NUGROHO LAKON BANJARAN BALADEWA - LIVE SUNTER JAKARTA UTARA,2020-01-04 21:56:40+00:00,26652,13203,117.0,18.0,"SIARAN LANGSUNG DARI SUNTER JAKARTA UTARA
======================================================

Pergelaran Wayang Kulit Gagarak  Yogyakarta Dalam Rangka Syukuran Khitanan `` Novian Elfa Rosiyanto `` Putra ke 2 Bpk. H. Bambang Suparno, SE & Ibu Hj. Yuniarti

Lakon :  BANJARAN BALADEWA
Dalang Ki Seno Nugroho
Bintang Tamu : Gareng Semarang
Dipersembahkan oleh PT. TRIKENCANA SAKTI Utama 
Bekerjasama dengan Majelis Dzikir RAUDHAH YAASIN ( MDRY )
Dilaksankan pada 
Hari Sabtu, 4 Januari 2020
Tempat Jl. Sunter Jaya I , Kel. Sunter Jaya,  Kec. Tanjung Priok - Jakarta Utara

Kerja Bareng : 
Audio Sound & Perlengkapan Yayasan Putro Pendowo
Liputan Setreaming By, Andhika Mulltimedia 
CP : 08179888568

GRATIS !!! Please like share comment and subscribe/langganan untuk update video terbaru kami - Jangan LUPA KLIK GAMBAR LONCENGNYA YA ..... !!!!!!",7,2020
Iujkz3SwrvE,https://www.youtube.com/watch?v=Iujkz3SwrvE,Rakafm Purbalingga,LIVE Wayang Virtual || HWN 2020 Pepadi Banyumas || Bank BI Purwokerto,2020-11-14 13:41:33+00:00,23083,5813,77.0,1.0,"LIVE STREAMING WAYANG KULIT VIRTUAL DALAM RANGKA MEMPERINGATI HARI WAYANG NASIONAL 2020 DARI PEPADI BANYUMAS DIDUKUNG BANK BI PURWOKERTO || LAKON BEDAH LOKAPALA || BERSAMA DALANG BOCAH : 1. DZAKI RIFAI 2. ARKANANTA JPN 3. WIGO DANI S || DALANG DEWASA : 1. KI GANDHIK WAYAH SOEGINO 2. KI BAGAS KRISWANTO 3. KYAI USTADZ A. SUDARSO || DIDUKUNG OLEH : VEBRI SOUND SYSTEM JATILAWANG & KHARISMA TARUB DESA LARANGAN PENGADEGAN PURBALINGGA || 14 NOVEMBER 2020
============================
Rakafm Purbalingga || channel seni budaya terutama Banyumasan || semoga konten yang ada di channel kami dapat memberi manfaat || atas segala partisipasi dan dukungan anda baik melalui SUBSCRIBE, like, share & comment kami sampaikan banyak terima kasih, semoga dimudahkan rejekinya, aamiin.
============================
#RakafmPurbalingga #LiveWayangVirtual #PepadiBanyumas
#MediaSeniBudayaDakwah #ChannelNgapakBanyumasan #WayangKulitBanyumasan #PengajianNgapak #BudayaBanyumasan #UlinnuhaCilacap #UstadzahMumpuni #PengajianGusMiftah #PengajianKyaiMiftahudinZuhri #LiveStreaming #LiveWayangKulitBanyumasan #LivePengajianAkbar #LiveSeniBudaya #LiveMusik",6,2020
pqwmiZzpOv4,https://www.youtube.com/watch?v=pqwmiZzpOv4,semarang televisi,DISKUSI PUBLIK KEMKOMINFO - KI WARSENO SLANK & KI AMAR PRADOPO LAKON ONTOSENO KROMO,2020-02-14 21:37:43+00:00,22837,813,16.0,2.0,"#STUNTING #KEMKOMINFO #SEMARANGTVLIVE
GERAKAN BERSAMA PENCEGAHAN PERKAWINAN ANAK DALAM RANGKA PENURUNAN STUNTING
DISKUSI PUBLIK MEALUI MEDIA TRADISIONAL WAYANG KULIT
BERSAMA DALANG KI WARSENO SLANK & KI AMAR PRADOPO DALAM LAKON ONTOSENO KROMO
HARI : JUMAT, 14 FEBRUARI 2020
PUKUL : 19.00 WIB - SELESAI
LOKASI : HALAMAN PADEPOKAN AJI TIRTA WENING DUKUH KARANG KULON DESA CANGKRINGAN, KECAMATAN BANYUDONO, KABUPATEN BOYOLALI",6,2020
0rZGAUwX5dg,https://www.youtube.com/watch?v=0rZGAUwX5dg,KUNTADI Channel,"Live WAYANG KULIT KI CAHYO KUNTADI,M.Sn. - Risang Wisanggeni",2020-03-21 21:48:09+00:00,22913,33821,293.0,16.0,"Sabtu,21 Maret 2020
Desa Bangun,Kecamatan Munjungan,Trenggalek,Jawa Timur
#KiCahyoKuntadi
#SukesiRahayu",6,2020
3_8bhZ02xB0,https://www.youtube.com/watch?v=3_8bhZ02xB0,karel nn,"Live streaming WAYANG KULIT  KI PITUT SUTIKNO lakon ""SESAJI RAJA SUYA'",2020-01-19 03:13:53+00:00,24213,2512,46.0,10.0,"DALAM RANGKA HUT KABUPATEN PEMALANG KE-445 TAHUN,SABTU 18 JANUARI 2020,RANDUDONGKAL-PEMALANG-JAWA TENGAH

#HUTPEMALANG
#DEWANKESENIANPEMALANG
#PEPADIPEMALANG
#IVANOPAUDIO
#NNPRODUCTION

DOKUMENTASI BY NN PRODUCTION ,ALAMAT: DS.SUKOREJO-ULUJAMI-PEMALANG CP:085226912066/085290423959",6,2020
dkW0h60Yy8Y,https://www.youtube.com/watch?v=dkW0h60Yy8Y,MADHANGKARA CHANNEL,WAYANG KULIT KI H.ANOM SUROTO/KI BAYU AJI - Babat Wisa Marta,2020-06-09 21:39:02+00:00,24092,882,22.0,0.0,"#Maestro 
#KiAnomSuroto",6,2020
R32l1_vCOwE,https://www.youtube.com/watch?v=R32l1_vCOwE,Studio X Multimedia,"LIVE WAYANG KULIT  LAKON BAGONG BANGUN DESA, DALANG KI ANOM DWIJO KANGKO,S.Sn",2020-07-31 21:25:49+00:00,28733,3159,32.0,0.0,"WAYANG KULIT DALAM RANGKA BERSIH DUSUN JENGGLONG BUNTAR MOJOGEDANG, PERSEMBAHAN BP. H .ANUNG MARWOKO, ST.MH, WAKIL KETUA DPRD KARANGANYAR",7,2020
1na0wtHBZao,https://www.youtube.com/watch?v=1na0wtHBZao,Wahyu Ku,Surya Musik Live Wayang Kulit Desa Tapelan,2020-01-01 07:30:12+00:00,20291,506,12.0,0.0,,5,2020
3SbvW1-NPU4,https://www.youtube.com/watch?v=3SbvW1-NPU4,Dinas Kebudayaan Kabupaten Bantul,Live Streaming Pentas Wayang Kulit Lakon : Pageblug Dalang Ki Sri Mulyono S.Sn,2020-10-02 21:36:04+00:00,25426,209,15.0,0.0,"Pentas Wayang Kulit Daring Dinas Kebudayaan Bantul Di Aula Balai Desa Pendowoharjo Tangal 12 September 2020 dengan Lakon Pageblug dimainkan Oleh Dalang Ki Sri Mulyono S Sn
Kegiatan Ini Terselenggara Dengan di Danai Oleh Dana Keistimewaan Yogyakarta",7,2020
ENZ8p5fbxr4,https://www.youtube.com/watch?v=ENZ8p5fbxr4,PWKS LIVE,#PWKSLIVE#LIVESTREAMING PAGELARAN WAYANG KULIT DALANG KI SENO NUGROHO,2020-01-25 21:06:10+00:00,21793,216958,1260.0,57.0,"#pwkslive 
#wayangkulit 
#kisenonugroho",6,2020
pF-7_WnWd2c,https://www.youtube.com/watch?v=pF-7_WnWd2c,KI EKO PRISDIANTO OFFICIAL,#LiveStreaming KI EKO KONDHO PRISIDANTO Ft JO KLITHIK JO KLUTHUK,2020-03-20 20:18:26+00:00,19994,46949,444.0,21.0,"Pagelaran wayang Kulit Sedalu Natas
Dalang Ki. EKO KONDHO PRISDIANTO
Saking Tulungagung - Jawa Timur
Lampahan ”” 
Bintang Tamu ""JO KLITHIK JO KLUTHUK ""
Dsn. BANGAK Ds.PELEM Kec. CAMPURDARAT - TULUNGAGUNG
JUMAT, 20 Maret 2020 
Sinengkuyung Sawetahipun
Dening KI EKO PRISDIANTO OFFICIAL",5,2020
Jwg_FL1CPkk,https://www.youtube.com/watch?v=Jwg_FL1CPkk,LILIS KARNALIE,LIVE (RECORD) SEMALAM SUNTUK KI DALANG MINTO DARSONO (LAKON SEMAR BANGUN KAYANGAN),2020-11-07 20:50:10+00:00,25224,832,24.0,3.0,"LIVE (RECORD) SEMALAM SUNTUK KI DALANG MINTO DARSONO (LAKON SEMAR BANGUN KAYANGAN) 

JANGAN LUPA SUBSCRIBE, LIKE, SHARE & COMENT.

#LILISKARNALIE
#KIMINTODARSONO
#WAYANGKULIT",7,2020
rzdjre8AETM,https://www.youtube.com/watch?v=rzdjre8AETM,Dalang Seno,#LiveStreaming KI SENO NUGROHO - MBANGUN BANGSAL PROBOYEKSO,2020-02-29 21:34:46+00:00,23014,366039,3764.0,148.0,"Pagelaran Wayang Kulit Dalam Rangka Hari Jadi Desa Maguwoharjo Ke - 74 Oleh Dalang Ki Seno Nugroho Dengan Lakon ""Mbangun Bangsal Probo Yekso"" 
Yang Bertmpat di Balai Desa Maguwoharjo, Jl. Ring Road Utara, Maguwoharjo, Depok, Sleman

Sleman, 29 Februari 2020",6,2020
nThi-_XbXG4,https://www.youtube.com/watch?v=nThi-_XbXG4,Rakafm Purbalingga,🔴 REC. Wayang Banyumasan KI SUGIYONO SC | Lakon Togog Mendem,2020-05-02 20:50:28+00:00,19801,6868,42.0,3.0,"Tayangan Ulang Pagelaran wayang kulit Banyumasan bersama Ki Dalang Sugiyono dari karawitan Ajisaka Cilacap dengan lakon : Togog Mendem / Kresna Kembar. Produksi @2018 
Rakafm Purbalingga adalah channel Seni Budaya dan Dakwah, bagi yang sudah berpartisipasi baik melalui Subscribe, Like, Komen dan Share kami menghaturkan banyak terima kasih.

#RakafmPurbalingga
#LiveUlangStreaming
#DirumahAja
#SeniBudayaDanDakwah
#LiveStreamingWayangKulit
#LiveStreamingPengajian
#LiveStreamingLenggerBanyumasan
#LiveStreamingMusik
#PagelaranWayangKulitBanyumasan
#PengajianNgapakLucu
#KiUlinnuhaCilacap
#UstadzahMumpuniHandayayekti
#GusMiftah
#GusAzmi
#KH_MiftahudinZuhriKebumen
#GusAliGondrong",5,2020
4JonX2NKRDQ,https://www.youtube.com/watch?v=4JonX2NKRDQ,Sanggar Cemara,"Live Ki Anom Suroto & MPP Bayu Aji. ""Bimo Kridho"". Bt. Gareng Smg (RECD)",2020-12-28 20:02:38+00:00,25600,39693,217.0,4.0,"Sanggar Cemara

Wayang Kulit

Dalang : Ki Anom Suroto & Ki MPP Bayu Aji
Lakon : Bimo Krido
Bintang tamu : Gareng Semarang

Wonogiri 2013
Dokumentasi TVS",7,2020
AsyjgXIlhe8,https://www.youtube.com/watch?v=AsyjgXIlhe8,Sanggar Cemara,"Wayang Kulit Ki Bayu Aji. ""Semar Bangun Kayangan"". Bt. Cak Tawar, Agus Kuprit.",2020-12-29 19:02:59+00:00,22284,14770,105.0,0.0,"Sanggar Cemara

Wayang Kulit

Dalang : Ki MPP Bayu Aji
Lakon : Semar Mabngun Kayangan
Bintang tamu : Cak Tawar  & Agus Kuprit

Dokumentasi 2014",6,2020
VTSE4Uf6cjA,https://www.youtube.com/watch?v=VTSE4Uf6cjA,JUVE MULTIMEDIA RECORD,LIVE STREAMING WAYANG KULIT KI ANOM DWIJO KANGKO LAKON DEWA RUCI,2020-06-21 19:13:46+00:00,18037,796,20.0,0.0,"LIVE STREAMING WAYANG KULIT KI ANOM DWIJO KANGKO LAKON DEWA RUCI
SIARAN LANGSUNG WAYANG KULIT KI ANOM DWIJO KANGKO LAKON DEWA RUCI

wayang online/Virtual untuk menyikapi himbauan pemerintah dirumah saja...jadi Penanggap hanya melihat lewat Youtube...sebagai bentuk mamatuhi himbauan pemerintah. bila berminat nanggap wayang virtual ini silahkan hubungi 085642434682.. dijamin murah ...... 

#dalangkangko
#unceksanusi
#wayangonline


silahkan gabung grub WA untuk mendapatkan informasi dari admin kami 
https://chat.whatsapp.com/Hvyg9xWn8SzEn8njw7JvTU

Marilah kita bangun channel ini untuk melestarikan kesenian dan kebudayaan nusantara. Terimakasih.
SEMUA TENTANG BUDAYA NUSANTARA INDONESIA, WAYANG, KETOPRAK, REYOG, JARANAN THIK, TAYUB, LAWAK, WISATA KULINER, MUSIK,
SELALU UPDATE TENTANG BUDAYA BUDAYA NUSANTARA. DENGAN MELIHAT INI ANDA SUDAH IKUT SERTA MELESTARIKAN BUDAYA NUSANTARA INDONESIA INI DAN INGAT SILAHKAN SUBSCRIBE CHANNEL YOUTUBE JUVE MULTIMEDIA RECORD
UNTUK MENDAPATKAN UPDATE VIDEO TERBARU SILAHKAN LIHAT DISINI PLAYLIST https://www.youtube.com/channel/UC7eaZ81I_260R1aVFr0kpMg/playlists

SILAHKAN SUBSCRIBE, LIKE, COMMENT, AND SHARE
JUVE MULTIMEDIA RECORD",5,2020
K3AyLbX3Jew,https://www.youtube.com/watch?v=K3AyLbX3Jew,Ramapati Pasuruan,LIVE SEKARANG !!! PAGELARAN WAYANG KULIT MEMPERINGATI HARI JADI 334  KOTA PASURUAN 2020 !!!,2020-02-29 21:30:46+00:00,23816,1926,36.0,3.0,TAMAN KOTA PASURUAN,6,2020
nZ_TtY05lTM,https://www.youtube.com/watch?v=nZ_TtY05lTM,JUVE MULTIMEDIA RECORD,Live Streaming Recorded Wayang Kulit Ki Manteb Sudarsono,2020-08-29 22:36:24+00:00,24066,14045,133.0,3.0,"Siaran Tunda Pergelaran wayang Kulit Ki Manteb Sudarsono Lakon Gojali Suta

dokumentasi Honocoroko  Live 2017
https://www.youtube.com/channel/UCo2AH7IYVwf0iuOidSiAD4Q

silahkan gabung grub WA untuk mendapatkan informasi dari admin kami 
https://chat.whatsapp.com/Hvyg9xWn8SzEn8njw7JvTU

JUVE MULTIMEDIA RECORD menerima JOB VIDEO SHOOTING, LIVE STREAMING, RIAS MANTEN, PHOTOGRAPHY CP +62 8563663777

Marilah kita bangun channel ini untuk melestarikan kesenian dan kebudayaan nusantara. Terimakasih.
SEMUA TENTANG BUDAYA NUSANTARA INDONESIA, WAYANG, KETOPRAK, REYOG, JARANAN THIK, TAYUB, LAWAK, WISATA KULINER, MUSIK,
SELALU UPDATE TENTANG BUDAYA BUDAYA NUSANTARA. DENGAN MELIHAT INI ANDA SUDAH IKUT SERTA MELESTARIKAN BUDAYA NUSANTARA INDONESIA INI DAN INGAT SILAHKAN SUBSCRIBE CHANNEL YOUTUBE JUVE MULTIMEDIA RECORD
UNTUK MENDAPATKAN UPDATE VIDEO TERBARU SILAHKAN LIHAT DISINI PLAYLIST https://www.youtube.com/channel/UC7eaZ81I_260R1aVFr0kpMg/playlists

SILAHKAN SUBSCRIBE, LIKE, COMMENT, AND SHARE
JUVE MULTIMEDIA RECORD",6,2020
kk1c9o5v_cI,https://www.youtube.com/watch?v=kk1c9o5v_cI,KI EKO PRISDIANTO OFFICIAL,PAGELARAN WAYANG KULIT KI EKO KONDHO - DUO - JO dan LUSI BRAHMAN,2020-03-07 21:06:16+00:00,19860,40044,385.0,36.0,"Pagelaran wayang Kulit Sedalu Natas Dalang
KI EKO KONDHO PRISDIANTO            ”
Salebeting Rerangken Acara Pahargyan
RUWATAN BALAI WISMA Bpk Suhandoko - Ibu Samiati
Sabtu 7 Maret  2020 Sawetahipun Dening
KI EKO PRISDIANTO OFFICIAL",5,2020
2u2PQEBYrPM,https://www.youtube.com/watch?v=2u2PQEBYrPM,HONOCOROKO Live,WAYANG KULIT VIRTUAL DLM RANGKA HARI WAYANG DUNIA WONOGIRI,2020-11-07 19:16:51+00:00,22037,7576,,4.0,"Pgelaran wayang virtual & peresmian organisasi (Pendowo) 
dengan dalang :
  1. Ki Dian Nugraha
  2. KI Alya Nur Rahmat
  3. Ki Aan Bagus Saputro
  4. Ki Danur Purbo Kusumo

Dengan lakon :
 
PANDOWO TANDANG",6,2020
9JkQEXCJUeE,https://www.youtube.com/watch?v=9JkQEXCJUeE,Sanggar Cemara,Live Ki Tomo Pandoyo. Lakon Anggodo Duto. Bt. Apri-Mimin - (RECD),2020-12-14 20:57:52+00:00,24663,16563,140.0,1.0,"Sanggar Cemara

Wayang Kulit

Dalang : Ki Tomo Pandoyo
Lakon : Anggodo Duto 
Bintang tamu : Apri-Mimin

Dalam rangka ""Sedekah Bumi Keluarga besar Kring 3 Dompol, Kemalang, Klaten""

Dokumentasi oleh Lindu Aji Production 2018",6,2020
afplkvj_ICA,https://www.youtube.com/watch?v=afplkvj_ICA,Pemdes Pilangsari,Wayang Kulit Langen Budaya ( Rusdi ) Gatot Kaca Jadi Ratu  dalam Rangka Hajat Pemdes Pilangsari/Jat7,2020-08-30 20:08:01+00:00,19674,5670,46.0,3.0,live desa pilangsari 30 agst. 2020,5,2020
9c1tUKwDZxY,https://www.youtube.com/watch?v=9c1tUKwDZxY,SALINDA 797,LIVE Wayang Kulit Rec 🔴 KI EKO SUWARYO - GENDING PITU,2020-05-02 19:51:00+00:00,23315,3325,61.0,3.0,"#SALINDA797
LIVE REC Wayang Kulit KI DALANG EKO SUWARYO KARAWITAN SEKAR BIMA LAKON GENDING PITU.

DOKUMENTASI SALINDA 797 PRODUCTION  WHATSAPP 089666592383 HP.087737942898 

SUPPORTED BY AIR ALKALI MILAGROS BISA HUBUNGI LANGSUNG DI STUDIO SALINDA 797.

DI DUKUNG OLEH RADIO MADU FM 89.4MHZ GOMBONG,IRVAN STUDIO,SUGITO-GITO DAN PIXAPIX.

SELAMAT MENYAKSIKAN JALANNYA CERITA YANG MASIH MENJADI MISTERI.


SEMOGA KITA SEMUA TERHINDAR DARI WABAH CORONAVIRUS COVID-19 AMIIINN",6,2020
_w1bRFBsjo8,https://www.youtube.com/watch?v=_w1bRFBsjo8,cah gununggandul,#kimantebsoedarsono#wayangkulit@Puntadewa Jumeneng Ratu Dalang Ki H.Manteb Soedarsono,2020-01-31 22:40:14+00:00,24506,15880,112.0,2.0,"Acara Keluarga Besar Paguyuban Jawa Tengah
#kimantebsoedarsono
#wayangkulit
#kirun
#marwoto",6,2020
mQl55IA0cqs,https://www.youtube.com/watch?v=mQl55IA0cqs,katak kerak,"""SEMAR GUGAT"" (Sinden Siti Marfu""ah.)  Ki Seno Nugroho #katakkerak #perangbaratayudha",2020-07-12 20:32:02+00:00,22980,94205,630.0,60.0,"#Katakkerak #dalangseno #ajegmantri #kisenolucu #dalangsenolucu #dalangsenonugroho #dalangsenolive  #budayajawa #sanggarcemara #tatintitot  #bagong #budayajawa #dalangsenonugroho #sobatngebyar #perangbaratayudha
============================================================================
Pagelaran Wayang Kulit Purwa
Oleh Dalang Ki Seno Nugroho
Lakon Semar Gugat ( Sinden Siti Marfuah) 
Pengrawit Sinden Wargo Laras
Sumber Vidio Koleksi Katak Kerak Entertainment
Lokasi Balairung UGM
Acara Dies Natalis UGM ke 63 Tahun
Rec 2013
Mudah-mudahan channel ini bermanfaat disemua kalangan,jangan lupa semangati saya nggih, Like,koment,share dan subscribe. Di nunul tanda lonceng
Trimakasih
Facebook : https://www.facebook.com/katakkerakentertainment/",6,2020
